Sun, 21 Jan 2018 11:46:00 WARNING From /usr/local/lib/python3.6/dist-packages/tensorflow/contrib/training/python/training/training.py:412: get_or_create_global_step (from tensorflow.contrib.framework.python.ops.variables) is deprecated and will be removed in a future version.
Instructions for updating:
Please switch to tf.train.get_or_create_global_step
Sun, 21 Jan 2018 11:46:00 INFO 
=====Config====
model_name = Epilepsy_3D_CNN  
is_training = True      
max_epoch = 200
gpu_num = 1
num_classes = 2
batch_size = 1
image_shape = (61, 73, 61, 2)
plot_batch = 25
dropout_keep_prob = 0.5
train_data_path = tfdata/cnn_tfdata/epilepsy_cnn_train.tfrecords
train_data_length = 240
test_data_path = tfdata/cnn_tfdata/epilepsy_cnn_test.tfrecords
test_data_length = 60
logger_path = logs/Epilepsy_3D_CNN_2018-01-21 11:45:59.log
save_model_path = saved_models/epilepsy_3d_cnn_2018-01-21 11:45:59/
=====Config====

Sun, 21 Jan 2018 11:46:09 INFO [Train] Epoch:0, TP:180, TN:0, FP:60, FN:0, Loss:17.283007, Accuracy:0.750000
Sun, 21 Jan 2018 11:46:10 INFO [Test] Epoch:0, TP:40, TN:0, FP:20, FN:0, Loss:24.690035, Accuracy:0.666667
Sun, 21 Jan 2018 11:46:18 INFO [Train] Epoch:1, TP:176, TN:2, FP:62, FN:0, Loss:6.605293, Accuracy:0.741667
Sun, 21 Jan 2018 11:46:19 INFO [Test] Epoch:1, TP:37, TN:0, FP:23, FN:0, Loss:12.017385, Accuracy:0.616667
Sun, 21 Jan 2018 11:46:26 INFO [Train] Epoch:2, TP:165, TN:36, FP:27, FN:12, Loss:0.866284, Accuracy:0.837500
Sun, 21 Jan 2018 11:46:27 INFO [Test] Epoch:2, TP:46, TN:7, FP:7, FN:0, Loss:1.015126, Accuracy:0.883333
Sun, 21 Jan 2018 11:46:35 INFO [Train] Epoch:3, TP:182, TN:15, FP:42, FN:1, Loss:1.671836, Accuracy:0.820833
Sun, 21 Jan 2018 11:46:35 INFO [Test] Epoch:3, TP:42, TN:1, FP:17, FN:0, Loss:3.711000, Accuracy:0.716667
Sun, 21 Jan 2018 11:46:43 INFO [Train] Epoch:4, TP:180, TN:22, FP:37, FN:1, Loss:1.423014, Accuracy:0.841667
Sun, 21 Jan 2018 11:46:44 INFO [Test] Epoch:4, TP:41, TN:4, FP:15, FN:0, Loss:3.445756, Accuracy:0.750000
Sun, 21 Jan 2018 11:46:52 INFO [Train] Epoch:5, TP:108, TN:62, FP:2, FN:68, Loss:1.414618, Accuracy:0.708333
Sun, 21 Jan 2018 11:46:52 INFO [Test] Epoch:5, TP:28, TN:12, FP:6, FN:14, Loss:1.202498, Accuracy:0.666667
Sun, 21 Jan 2018 11:47:00 INFO [Train] Epoch:6, TP:122, TN:56, FP:3, FN:59, Loss:1.107581, Accuracy:0.741667
Sun, 21 Jan 2018 11:47:01 INFO [Test] Epoch:6, TP:25, TN:18, FP:3, FN:14, Loss:1.006713, Accuracy:0.716667
Sun, 21 Jan 2018 11:47:08 INFO [Train] Epoch:7, TP:179, TN:0, FP:61, FN:0, Loss:3.869710, Accuracy:0.745833
Sun, 21 Jan 2018 11:47:09 INFO [Test] Epoch:7, TP:42, TN:0, FP:18, FN:0, Loss:6.493625, Accuracy:0.700000
Sun, 21 Jan 2018 11:47:17 INFO [Train] Epoch:8, TP:116, TN:62, FP:0, FN:62, Loss:1.117568, Accuracy:0.741667
Sun, 21 Jan 2018 11:47:17 INFO [Test] Epoch:8, TP:31, TN:14, FP:4, FN:11, Loss:1.335924, Accuracy:0.750000
Sun, 21 Jan 2018 11:47:25 INFO [Train] Epoch:9, TP:178, TN:48, FP:12, FN:2, Loss:0.190447, Accuracy:0.941667
Sun, 21 Jan 2018 11:47:26 INFO [Test] Epoch:9, TP:38, TN:12, FP:7, FN:3, Loss:0.706710, Accuracy:0.833333
Sun, 21 Jan 2018 11:47:34 INFO [Train] Epoch:10, TP:177, TN:40, FP:22, FN:1, Loss:0.333751, Accuracy:0.904167
Sun, 21 Jan 2018 11:47:34 INFO [Test] Epoch:10, TP:38, TN:3, FP:19, FN:0, Loss:2.291659, Accuracy:0.683333
Sun, 21 Jan 2018 11:47:42 INFO [Train] Epoch:11, TP:172, TN:56, FP:3, FN:9, Loss:0.131357, Accuracy:0.950000
Sun, 21 Jan 2018 11:47:43 INFO [Test] Epoch:11, TP:35, TN:10, FP:7, FN:8, Loss:0.932797, Accuracy:0.750000
Sun, 21 Jan 2018 11:47:51 INFO [Train] Epoch:12, TP:180, TN:49, FP:9, FN:2, Loss:0.105989, Accuracy:0.954167
Sun, 21 Jan 2018 11:47:51 INFO [Test] Epoch:12, TP:39, TN:7, FP:12, FN:2, Loss:0.689885, Accuracy:0.766667
Sun, 21 Jan 2018 11:47:59 INFO [Train] Epoch:13, TP:178, TN:50, FP:8, FN:4, Loss:0.137686, Accuracy:0.950000
Sun, 21 Jan 2018 11:48:00 INFO [Test] Epoch:13, TP:41, TN:7, FP:11, FN:1, Loss:1.137275, Accuracy:0.800000
Sun, 21 Jan 2018 11:48:07 INFO [Train] Epoch:14, TP:175, TN:23, FP:42, FN:0, Loss:0.601782, Accuracy:0.825000
Sun, 21 Jan 2018 11:48:08 INFO [Test] Epoch:14, TP:40, TN:0, FP:20, FN:0, Loss:2.013235, Accuracy:0.666667
Sun, 21 Jan 2018 11:48:16 INFO [Train] Epoch:15, TP:179, TN:54, FP:5, FN:2, Loss:0.068232, Accuracy:0.970833
Sun, 21 Jan 2018 11:48:16 INFO [Test] Epoch:15, TP:35, TN:12, FP:9, FN:4, Loss:0.742763, Accuracy:0.783333
Sun, 21 Jan 2018 11:48:24 INFO [Train] Epoch:16, TP:176, TN:14, FP:50, FN:0, Loss:0.902345, Accuracy:0.791667
Sun, 21 Jan 2018 11:48:25 INFO [Test] Epoch:16, TP:40, TN:1, FP:19, FN:0, Loss:3.611057, Accuracy:0.683333
Sun, 21 Jan 2018 11:48:33 INFO [Train] Epoch:17, TP:177, TN:56, FP:7, FN:0, Loss:0.071665, Accuracy:0.970833
Sun, 21 Jan 2018 11:48:33 INFO [Test] Epoch:17, TP:40, TN:4, FP:15, FN:1, Loss:1.030882, Accuracy:0.733333
Sun, 21 Jan 2018 11:48:41 INFO [Train] Epoch:18, TP:174, TN:60, FP:1, FN:5, Loss:0.044201, Accuracy:0.975000
Sun, 21 Jan 2018 11:48:42 INFO [Test] Epoch:18, TP:40, TN:5, FP:14, FN:1, Loss:0.753257, Accuracy:0.750000
Sun, 21 Jan 2018 11:48:49 INFO [Train] Epoch:19, TP:180, TN:52, FP:8, FN:0, Loss:0.092146, Accuracy:0.966667
Sun, 21 Jan 2018 11:48:50 INFO [Test] Epoch:19, TP:35, TN:5, FP:16, FN:4, Loss:1.436023, Accuracy:0.666667
Sun, 21 Jan 2018 11:48:58 INFO [Train] Epoch:20, TP:175, TN:50, FP:15, FN:0, Loss:0.159996, Accuracy:0.937500
Sun, 21 Jan 2018 11:48:58 INFO [Test] Epoch:20, TP:44, TN:3, FP:13, FN:0, Loss:1.367292, Accuracy:0.783333
Sun, 21 Jan 2018 11:49:06 INFO [Train] Epoch:21, TP:181, TN:38, FP:21, FN:0, Loss:0.299083, Accuracy:0.912500
Sun, 21 Jan 2018 11:49:07 INFO [Test] Epoch:21, TP:43, TN:4, FP:13, FN:0, Loss:1.478181, Accuracy:0.783333
Sun, 21 Jan 2018 11:49:15 INFO [Train] Epoch:22, TP:161, TN:65, FP:0, FN:14, Loss:0.145514, Accuracy:0.941667
Sun, 21 Jan 2018 11:49:15 INFO [Test] Epoch:22, TP:36, TN:15, FP:5, FN:4, Loss:0.602566, Accuracy:0.850000
Sun, 21 Jan 2018 11:49:23 INFO [Train] Epoch:23, TP:177, TN:57, FP:5, FN:1, Loss:0.095659, Accuracy:0.975000
Sun, 21 Jan 2018 11:49:24 INFO [Test] Epoch:23, TP:46, TN:4, FP:9, FN:1, Loss:0.784709, Accuracy:0.833333
Sun, 21 Jan 2018 11:49:31 INFO [Train] Epoch:24, TP:168, TN:62, FP:0, FN:10, Loss:0.067557, Accuracy:0.958333
Sun, 21 Jan 2018 11:49:32 INFO [Test] Epoch:24, TP:41, TN:9, FP:9, FN:1, Loss:0.797220, Accuracy:0.833333
Sun, 21 Jan 2018 11:49:40 INFO [Train] Epoch:25, TP:183, TN:44, FP:13, FN:0, Loss:0.146502, Accuracy:0.945833
Sun, 21 Jan 2018 11:49:40 INFO [Test] Epoch:25, TP:40, TN:3, FP:17, FN:0, Loss:2.146657, Accuracy:0.716667
Sun, 21 Jan 2018 11:49:48 INFO [Train] Epoch:26, TP:180, TN:59, FP:1, FN:0, Loss:0.019610, Accuracy:0.995833
Sun, 21 Jan 2018 11:49:49 INFO [Test] Epoch:26, TP:37, TN:10, FP:12, FN:1, Loss:0.691518, Accuracy:0.783333
Sun, 21 Jan 2018 11:49:57 INFO [Train] Epoch:27, TP:180, TN:57, FP:3, FN:0, Loss:0.035805, Accuracy:0.987500
Sun, 21 Jan 2018 11:49:57 INFO [Test] Epoch:27, TP:37, TN:1, FP:22, FN:0, Loss:1.686730, Accuracy:0.633333
Sun, 21 Jan 2018 11:50:05 INFO [Train] Epoch:28, TP:177, TN:63, FP:0, FN:0, Loss:0.012266, Accuracy:1.000000
Sun, 21 Jan 2018 11:50:06 INFO [Test] Epoch:28, TP:40, TN:9, FP:8, FN:3, Loss:0.864501, Accuracy:0.816667
Sun, 21 Jan 2018 11:50:13 INFO [Train] Epoch:29, TP:178, TN:59, FP:0, FN:3, Loss:0.038680, Accuracy:0.987500
Sun, 21 Jan 2018 11:50:14 INFO [Test] Epoch:29, TP:39, TN:14, FP:5, FN:2, Loss:0.647350, Accuracy:0.883333
Sun, 21 Jan 2018 11:50:22 INFO [Train] Epoch:30, TP:178, TN:55, FP:7, FN:0, Loss:0.072228, Accuracy:0.970833
Sun, 21 Jan 2018 11:50:23 INFO [Test] Epoch:30, TP:37, TN:8, FP:14, FN:1, Loss:1.613523, Accuracy:0.750000
Sun, 21 Jan 2018 11:50:30 INFO [Train] Epoch:31, TP:176, TN:53, FP:11, FN:0, Loss:0.100216, Accuracy:0.954167
Sun, 21 Jan 2018 11:50:31 INFO [Test] Epoch:31, TP:42, TN:3, FP:15, FN:0, Loss:1.970060, Accuracy:0.750000
Sun, 21 Jan 2018 11:50:39 INFO [Train] Epoch:32, TP:179, TN:61, FP:0, FN:0, Loss:0.004506, Accuracy:1.000000
Sun, 21 Jan 2018 11:50:39 INFO [Test] Epoch:32, TP:42, TN:6, FP:9, FN:3, Loss:0.714625, Accuracy:0.800000
Sun, 21 Jan 2018 11:50:47 INFO [Train] Epoch:33, TP:183, TN:56, FP:0, FN:1, Loss:0.014130, Accuracy:0.995833
Sun, 21 Jan 2018 11:50:48 INFO [Test] Epoch:33, TP:38, TN:11, FP:9, FN:2, Loss:1.220373, Accuracy:0.816667
Sun, 21 Jan 2018 11:50:56 INFO [Train] Epoch:34, TP:176, TN:64, FP:0, FN:0, Loss:0.006008, Accuracy:1.000000
Sun, 21 Jan 2018 11:50:56 INFO [Test] Epoch:34, TP:38, TN:16, FP:5, FN:1, Loss:0.485371, Accuracy:0.900000
Sun, 21 Jan 2018 11:51:04 INFO [Train] Epoch:35, TP:176, TN:64, FP:0, FN:0, Loss:0.003706, Accuracy:1.000000
Sun, 21 Jan 2018 11:51:05 INFO [Test] Epoch:35, TP:39, TN:3, FP:16, FN:2, Loss:1.586329, Accuracy:0.700000
